Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
SANOFI,SPONSORED ADR,80105N105,107139,2805433,SH,,DFND,2805433,0,0
TORCHMARK CORP,COM,891027104,11148,174489,SH,,DFND,174489,0,0
TORCHMARK CORP,COM,891027104,64650,1011888,SH,,DFND,1011888,0,0
TORCHMARK CORP,COM,891027104,91958,1439325,SH,,DFND,1439325,0,0
TORCHMARK CORP,COM,891027104,238184,3728025,SH,,DFND,3728025,0,0
TWENTY FIRST CENTY FOX INC,CL A,90130A101,112208,4632867,SH,,DFND,4632867,0,0
TWENTY FIRST CENTY FOX INC,CL A,90130A101,104606,4319002,SH,,DFND,4319002,0,0
US BANCORP DEL,COM NEW,902973304,25317,590275,SH,,DFND,590275,0,0
US BANCORP DEL,COM NEW,902973304,131672,3070000,SH,,DFND,3070000,0,0
US BANCORP DEL,COM NEW,902973304,1022124,23831300,SH,,DFND,23831300,0,0
US BANCORP DEL,COM NEW,902973304,50396,1175000,SH,,DFND,1175000,0,0
US BANCORP DEL,COM NEW,902973304,543815,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,180344,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,130815,3050000,SH,,DFND,3050000,0,0
US BANCORP DEL,COM NEW,902973304,1489033,34717492,SH,,DFND,34717492,0,0
US BANCORP DEL,COM NEW,902973304,74843,1745000,SH,,DFND,1745000,0,0
U S G CORP,COM NEW,903293405,362807,14035088,SH,,DFND,14035088,0,0
U S G CORP,COM NEW,903293405,645395,24966928,SH,,DFND,24966928,0,0
UNITED CONTL HLDGS INC,COM,910047109,237847,4533013,SH,,DFND,4533013,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,6496,59400,SH,,DFND,59400,0,0
VERISIGN INC,COM,92343E102,394898,5047264,SH,,DFND,5047264,0,0
VERISIGN INC,COM,92343E102,618525,7905481,SH,,DFND,7905481,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,701087,13487628,SH,,DFND,13487628,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,78661,1513300,SH,,DFND,1513300,0,0
VERISK ANALYTICS INC,CL A,92345Y106,127076,1563434,SH,,DFND,1563434,0,0
VISA INC,COM CL A,92826C839,26737,323300,SH,,DFND,323300,0,0
VISA INC,COM CL A,92826C839,846779,10239160,SH,,DFND,10239160,0,0
WABCO HLDGS INC,COM,92927K102,195919,1725701,SH,,DFND,1725701,0,0
WABCO HLDGS INC,COM,92927K102,186495,1642693,SH,,DFND,1642693,0,0
WAL MART STORES INC,COM,931142103,68226,946000,SH,,DFND,946000,0,0
WAL MART STORES INC,COM,931142103,867284,12025574,SH,,DFND,12025574,0,0
WELLS FARGO & CO NEW,COM,949746101,331014,7475470,SH,,DFND,7475470,0,0
WELLS FARGO & CO NEW,COM,949746101,728406,16450000,SH,,DFND,16450000,0,0
WELLS FARGO & CO NEW,COM,949746101,234839,5303500,SH,,DFND,5303500,0,0
WELLS FARGO & CO NEW,COM,949746101,301673,6812857,SH,,DFND,6812857,0,0
WELLS FARGO & CO NEW,COM,949746101,3323117,75047819,SH,,DFND,75047819,0,0
WELLS FARGO & CO NEW,COM,949746101,36310,820000,SH,,DFND,820000,0,0
WELLS FARGO & CO NEW,COM,949746101,75276,1700000,SH,,DFND,1700000,0,0
WELLS FARGO & CO NEW,COM,949746101,1605380,36255200,SH,,DFND,36255200,0,0
WELLS FARGO & CO NEW,COM,949746101,454623,10267000,SH,,DFND,10267000,0,0
WELLS FARGO & CO NEW,COM,949746101,2535131,57252270,SH,,DFND,57252270,0,0
WELLS FARGO & CO NEW,COM,949746101,11284618,254846834,SH,,DFND,254846834,0,0
WELLS FARGO & CO NEW,COM,949746101,123453,2788000,SH,,DFND,2788000,0,0
WELLS FARGO & CO NEW,COM,949746101,71278,1609720,SH,,DFND,1609720,0,0
WELLS FARGO & CO NEW,COM,949746101,136188,3075600,SH,,DFND,3075600,0,0
AXALTA COATING SYS LTD,COM,G0750C108,93969,3324000,SH,,DFND,3324000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,565400,20000000,SH,,DFND,20000000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,286394,8379000,SH,,DFND,8379000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,403389,11801897,SH,,DFND,11801897,0,0
LIBERTY GLOBAL PLC,SHS CL C,G5480U120,242744,7346968,SH,,DFND,7346968,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,30064,1089669,SH,,DFND,1089669,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,44839,1625185,SH,,DFND,1625185,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL C,G5480U153,36017,1284020,SH,,DFND,1284020,0,0
