Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
AMERICAN AIRLS GROUP INC,COM,02376R102,857267,20742000,SH,,DFND,20742000,0,0
AMERICAN AIRLS GROUP INC,COM,02376R102,942442,22802854,SH,,DFND,22802854,0,0
AMERICAN AIRLS GROUP INC,COM,02376R102,6412,155146,SH,,DFND,155146,0,0
AMERICAN EXPRESS CO,COM,025816109,207884,1952142,SH,,DFND,1952142,0,0
AMERICAN EXPRESS CO,COM,025816109,1834333,17225400,SH,,DFND,17225400,0,0
AMERICAN EXPRESS CO,COM,025816109,89434,839832,SH,,DFND,839832,0,0
AMERICAN EXPRESS CO,COM,025816109,219061,2057100,SH,,DFND,2057100,0,0
AMERICAN EXPRESS CO,COM,025816109,851349,7994634,SH,,DFND,7994634,0,0
AMERICAN EXPRESS CO,COM,025816109,12793909,120141879,SH,,DFND,120141879,0,0
AMERICAN EXPRESS CO,COM,025816109,149055,1399713,SH,,DFND,1399713,0,0
APPLE INC,COM,037833100,800870,3547753,SH,,DFND,3547753,0,0
APPLE INC,COM,037833100,216710,960000,SH,,DFND,960000,0,0
APPLE INC,COM,037833100,1369113,6065000,SH,,DFND,6065000,0,0
APPLE INC,COM,037833100,3985891,17657000,SH,,DFND,17657000,0,0
APPLE INC,COM,037833100,153729,681000,SH,,DFND,681000,0,0
APPLE INC,COM,037833100,3473179,15385747,SH,,DFND,15385747,0,0
APPLE INC,COM,037833100,685798,3038000,SH,,DFND,3038000,0,0
APPLE INC,COM,037833100,3079094,13640000,SH,,DFND,13640000,0,0
APPLE INC,COM,037833100,42864026,189882279,SH,,DFND,189882279,0,0
APPLE INC,COM,037833100,153052,678000,SH,,DFND,678000,0,0
APPLE INC,COM,037833100,213099,944000,SH,,DFND,944000,0,0
BANK AMER CORP,COM,060505104,181474,6160000,SH,,DFND,6160000,0,0
BANK AMER CORP,COM,060505104,350574,11900000,SH,,DFND,11900000,0,0
BANK AMER CORP,COM,060505104,244739,8307500,SH,,DFND,8307500,0,0
BANK AMER CORP,COM,060505104,4124400,140000000,SH,,DFND,140000000,0,0
BANK AMER CORP,COM,060505104,902301,30628000,SH,,DFND,30628000,0,0
BANK AMER CORP,COM,060505104,61866,2100000,SH,,DFND,2100000,0,0
BANK AMER CORP,COM,060505104,9185039,311780000,SH,,DFND,311780000,0,0
BANK AMER CORP,COM,060505104,353491,11999000,SH,,DFND,11999000,0,0
BANK AMER CORP,COM,060505104,508922,17275000,SH,,DFND,17275000,0,0
BANK AMER CORP,COM,060505104,8817351,299299100,SH,,DFND,299299100,0,0
BANK AMER CORP,COM,060505104,824880,28000000,SH,,DFND,28000000,0,0
BANK AMER CORP,COM,060505104,288708,9800000,SH,,DFND,9800000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,382999,7511249,SH,,DFND,7511249,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,109527,2148000,SH,,DFND,2148000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,91472,1793915,SH,,DFND,1793915,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,23302,457000,SH,,DFND,457000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,39568,776000,SH,,DFND,776000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,330945,6490384,SH,,DFND,6490384,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,373196,7319000,SH,,DFND,7319000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,196539,3854463,SH,,DFND,3854463,0,0
