Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
BANK OF NEW YORK MELLON CORP,COM,064058100,115410,2140000,SH,,DFND,2140000,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,209684,715131,SH,,DFND,715131,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,1990619,6789054,SH,,DFND,6789054,0,0
COCA COLA CO,COM,191216100,35088,800000,SH,,DFND,800000,0,0
COCA COLA CO,COM,191216100,3521221,80283200,SH,,DFND,80283200,0,0
COCA COLA CO,COM,191216100,80001,1824000,SH,,DFND,1824000,0,0
COCA COLA CO,COM,191216100,632075,14411200,SH,,DFND,14411200,0,0
COCA COLA CO,COM,191216100,657479,14990400,SH,,DFND,14990400,0,0
COCA COLA CO,COM,191216100,12420240,283179200,SH,,DFND,283179200,0,0
COCA COLA CO,COM,191216100,155791,3552000,SH,,DFND,3552000,0,0
COCA COLA CO,COM,191216100,42106,960000,SH,,DFND,960000,0,0
COSTCO WHSL CORP NEW,COM,22160K105,905586,4333363,SH,,DFND,4333363,0,0
DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1392417,20052088,SH,,DFND,20052088,0,0
DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1285576,18513482,SH,,DFND,18513482,0,0
DELTA AIR LINES INC DEL,COM NEW,247361702,346439,6993123,SH,,DFND,6993123,0,0
DELTA AIR LINES INC DEL,COM NEW,247361702,2807566,56672717,SH,,DFND,56672717,0,0
GENERAL MTRS CO,COM,37045V100,270539,6866464,SH,,DFND,6866464,0,0
GENERAL MTRS CO,COM,37045V100,980556,24887209,SH,,DFND,24887209,0,0
GENERAL MTRS CO,COM,37045V100,331052,8402338,SH,,DFND,8402338,0,0
GENERAL MTRS CO,COM,37045V100,442761,11237600,SH,,DFND,11237600,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,965207,4375968,SH,,DFND,4375968,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,1958336,8878522,SH,,DFND,8878522,0,0
JOHNSON & JOHNSON,COM,478160104,39690,327100,SH,,DFND,327100,0,0
KRAFT HEINZ CO,COM,500754106,20456379,325634818,SH,,DFND,325634818,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,194081,4308117,SH,,DFND,4308117,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,351020,7791780,SH,,DFND,7791780,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,42049,933391,SH,,DFND,933391,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,82310,1827072,SH,,DFND,1827072,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,324461,7153027,SH,,DFND,7153027,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,878166,19359910,SH,,DFND,19359910,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,23073,508654,SH,,DFND,508654,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,184588,4069394,SH,,DFND,4069394,0,0
M & T BK CORP,COM,55261F104,92902,546000,SH,,DFND,546000,0,0
M & T BK CORP,COM,55261F104,28040,164795,SH,,DFND,164795,0,0
M & T BK CORP,COM,55261F104,794812,4671245,SH,,DFND,4671245,0,0
MASTERCARD INC,CL A,57636Q104,969778,4934756,SH,,DFND,4934756,0,0
MONDELEZ INTL INC,CL A,609207105,23698,578000,SH,,DFND,578000,0,0
MOODYS CORP,COM,615369105,2042273,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,2165404,12695850,SH,,DFND,12695850,0,0
PHILLIPS 66,COM,718546104,87826,782000,SH,,DFND,782000,0,0
PHILLIPS 66,COM,718546104,585472,5213000,SH,,DFND,5213000,0,0
PHILLIPS 66,COM,718546104,109445,974493,SH,,DFND,974493,0,0
PHILLIPS 66,COM,718546104,3117728,27760021,SH,,DFND,27760021,0,0
PROCTER & GAMBLE CO,COM,742718109,24620,315400,SH,,DFND,315400,0,0
RESTAURANT BRANDS INTL INC,COM,76131D103,508825,8438225,SH,,DFND,8438225,0,0
SANOFI,SPONSORED ADR,80105N105,8664,216537,SH,,DFND,216537,0,0
SANOFI,SPONSORED ADR,80105N105,20395,509742,SH,,DFND,509742,0,0
SANOFI,SPONSORED ADR,80105N105,6774,169300,SH,,DFND,169300,0,0
SANOFI,SPONSORED ADR,80105N105,112245,2805433,SH,,DFND,2805433,0,0
SIRIUS XM HLDGS INC,COM,82968B103,633319,93547788,SH,,DFND,93547788,0,0
SIRIUS XM HLDGS INC,COM,82968B103,300371,44367941,SH,,DFND,44367941,0,0
SOUTHWEST AIRLS CO,COM,844741108,353947,6956500,SH,,DFND,6956500,0,0
SOUTHWEST AIRLS CO,COM,844741108,64859,1274747,SH,,DFND,1274747,0,0
SOUTHWEST AIRLS CO,COM,844741108,444,8722,SH,,DFND,8722,0,0
SOUTHWEST AIRLS CO,COM,844741108,2457882,48307430,SH,,DFND,48307430,0,0
STORE CAP CORP,COM,862121100,510234,18621674,SH,,DFND,18621674,0,0
SYNCHRONY FINL,COM,87165B103,582915,17463000,SH,,DFND,17463000,0,0
SYNCHRONY FINL,COM,87165B103,111489,3340000,SH,,DFND,3340000,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,541971,22285000,SH,,DFND,22285000,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,65897,2709585,SH,,DFND,2709585,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,443955,18254710,SH,,DFND,18254710,0,0
TORCHMARK CORP,COM,891027104,14205,174489,SH,,DFND,174489,0,0
TORCHMARK CORP,COM,891027104,82378,1011888,SH,,DFND,1011888,0,0
TORCHMARK CORP,COM,891027104,117175,1439325,SH,,DFND,1439325,0,0
TORCHMARK CORP,COM,891027104,303499,3728025,SH,,DFND,3728025,0,0
US BANCORP DEL,COM NEW,902973304,29526,590275,SH,,DFND,590275,0,0
US BANCORP DEL,COM NEW,902973304,153561,3070000,SH,,DFND,3070000,0,0
US BANCORP DEL,COM NEW,902973304,1192042,23831300,SH,,DFND,23831300,0,0
US BANCORP DEL,COM NEW,902973304,58774,1175000,SH,,DFND,1175000,0,0
US BANCORP DEL,COM NEW,902973304,634219,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,210324,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,2670978,53398199,SH,,DFND,53398199,0,0
US BANCORP DEL,COM NEW,902973304,87285,1745000,SH,,DFND,1745000,0,0
U S G CORP,COM NEW,903293405,605193,14035088,SH,,DFND,14035088,0,0
U S G CORP,COM NEW,903293405,1076574,24966928,SH,,DFND,24966928,0,0
UNITED CONTL HLDGS INC,COM,910047109,110967,1591379,SH,,DFND,1591379,0,0
UNITED CONTL HLDGS INC,COM,910047109,395288,5668831,SH,,DFND,5668831,0,0
UNITED CONTL HLDGS INC,COM,910047109,1354459,19424332,SH,,DFND,19424332,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,6310,59400,SH,,DFND,59400,0,0
VERISIGN INC,COM,92343E102,693595,5047264,SH,,DFND,5047264,0,0
VERISIGN INC,COM,92343E102,1086371,7905481,SH,,DFND,7905481,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,47,928,SH,,DFND,928,0,0
VISA INC,COM CL A,92826C839,42821,323300,SH,,DFND,323300,0,0
VISA INC,COM CL A,92826C839,1356177,10239160,SH,,DFND,10239160,0,0
WAL MART STORES INC,COM,931142103,81025,946000,SH,,DFND,946000,0,0
WAL MART STORES INC,COM,931142103,38329,447513,SH,,DFND,447513,0,0
WELLS FARGO & CO NEW,COM,949746101,99792,1800000,SH,,DFND,1800000,0,0
WELLS FARGO & CO NEW,COM,949746101,911988,16450000,SH,,DFND,16450000,0,0
WELLS FARGO & CO NEW,COM,949746101,294026,5303500,SH,,DFND,5303500,0,0
WELLS FARGO & CO NEW,COM,949746101,377705,6812857,SH,,DFND,6812857,0,0
WELLS FARGO & CO NEW,COM,949746101,4100260,73958519,SH,,DFND,73958519,0,0
WELLS FARGO & CO NEW,COM,949746101,45461,820000,SH,,DFND,820000,0,0
WELLS FARGO & CO NEW,COM,949746101,94248,1700000,SH,,DFND,1700000,0,0
WELLS FARGO & CO NEW,COM,949746101,1916280,34564930,SH,,DFND,34564930,0,0
WELLS FARGO & CO NEW,COM,949746101,569202,10267000,SH,,DFND,10267000,0,0
WELLS FARGO & CO NEW,COM,949746101,3092240,55776330,SH,,DFND,55776330,0,0
WELLS FARGO & CO NEW,COM,949746101,13203751,238162902,SH,,DFND,238162902,0,0
WELLS FARGO & CO NEW,COM,949746101,154567,2788000,SH,,DFND,2788000,0,0
WELLS FARGO & CO NEW,COM,949746101,89243,1609720,SH,,DFND,1609720,0,0
WELLS FARGO & CO NEW,COM,949746101,110880,2000000,SH,,DFND,2000000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,100750,3324000,SH,,DFND,3324000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,622778,20546957,SH,,DFND,20546957,0,0
AXALTA COATING SYS LTD,COM,G0750C108,11913,393043,SH,,DFND,393043,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,230758,8379000,SH,,DFND,8379000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,308199,11190970,SH,,DFND,11190970,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,6087,221030,SH,,DFND,221030,0,0
LIBERTY GLOBAL PLC,SHS CL C,G5480U120,195503,7346968,SH,,DFND,7346968,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,20834,1089669,SH,,DFND,1089669,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,31074,1625185,SH,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,24884,1284020,SH,,DFND,1284020,0,0
