Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
GENERAL MTRS CO,COM,37045V100,416193,13863853,SH,,DFND,13863853,0,0
GENERAL MTRS CO,COM,37045V100,747114,24887209,SH,,DFND,24887209,0,0
GENERAL MTRS CO,COM,37045V100,300540,10011338,SH,,DFND,10011338,0,0
GENERAL MTRS CO,COM,37045V100,37153,1237600,SH,,DFND,1237600,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,760368,4375968,SH,,DFND,4375968,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,1143958,6583551,SH,,DFND,6583551,0,0
GRAHAM HLDGS CO,COM,384637104,27791,48165,SH,,DFND,0,0,48165
GRAHAM HLDGS CO,COM,384637104,34280,59410,SH,,DFND,0,0,59410
INTERNATIONAL BUSINESS MACHS,COM,459200101,12247,84480,SH,,DFND,84480,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,40302,278000,SH,,DFND,278000,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,104565,721288,SH,,DFND,721288,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,68832,474800,SH,,DFND,474800,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,122224,843100,SH,,DFND,843100,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,11399249,78631782,SH,,DFND,78631782,0,0
JOHNSON & JOHNSON,COM,478160104,30535,327100,SH,,DFND,327100,0,0
KRAFT HEINZ CO,COM,500754106,22983305,325634818,SH,,DFND,325634818,0,0
LEE ENTERPRISES INC,COM,523768109,185,88863,SH,,DFND,88863,0,0
LIBERTY MEDIA CORP DELAWARE,CL A,531229102,70190,1965000,SH,,DFND,1965000,0,0
LIBERTY MEDIA CORP DELAWARE,CL A,531229102,170777,4780980,SH,,DFND,4780980,0,0
LIBERTY MEDIA CORP DELAWARE,CL A,531229102,33341,933391,SH,,DFND,933391,0,0
LIBERTY MEDIA CORP DELAWARE,CL A,531229102,4309,120629,SH,,DFND,120629,0,0
LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,108032,3135000,SH,,DFND,3135000,0,0
LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,397395,11532074,SH,,DFND,11532074,0,0
LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,17528,508654,SH,,DFND,508654,0,0
LIBERTY MEDIA CORP DELAWARE,COM SER C,531229300,7255,210529,SH,,DFND,210529,0,0
M & T BK CORP,COM,55261F104,66585,546000,SH,,DFND,546000,0,0
M & T BK CORP,COM,55261F104,20097,164795,SH,,DFND,164795,0,0
M & T BK CORP,COM,55261F104,569658,4671245,SH,,DFND,4671245,0,0
MASTERCARD INC,CL A,57636Q104,471306,5229756,SH,,DFND,5229756,0,0
MEDIA GEN INC NEW,COM,58441K100,48564,3471309,SH,,DFND,3471309,0,0
MONDELEZ INTL INC,CL A,609207105,24201,578000,SH,,DFND,578000,0,0
MOODYS CORP,COM,615369105,1175840,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,1246732,12695850,SH,,DFND,12695850,0,0
NOW INC,COM,67011P100,9763,659694,SH,,DFND,659694,0,0
NOW INC,COM,67011P100,17255,1165875,SH,,DFND,1165875,0,0
PHILLIPS 66,COM,718546104,468878,6102000,SH,,DFND,6102000,0,0
PHILLIPS 66,COM,718546104,9374,122000,SH,,DFND,122000,0,0
PHILLIPS 66,COM,718546104,4149124,53996926,SH,,DFND,53996926,0,0
PHILLIPS 66,COM,718546104,97279,1266000,SH,,DFND,1266000,0,0
PRECISION CASTPARTS CORP,COM,740189105,345870,1505683,SH,,DFND,1505683,0,0
PRECISION CASTPARTS CORP,COM,740189105,619093,2695109,SH,,DFND,2695109,0,0
PROCTER & GAMBLE CO,COM,742718109,22690,315400,SH,,DFND,315400,0,0
PROCTER & GAMBLE CO,COM,742718109,1458943,20280000,SH,,DFND,20280000,0,0
PROCTER & GAMBLE CO,COM,742718109,112226,1560000,SH,,DFND,1560000,0,0
PROCTER & GAMBLE CO,COM,742718109,448906,6240000,SH,,DFND,6240000,0,0
PROCTER & GAMBLE CO,COM,742718109,448906,6240000,SH,,DFND,6240000,0,0
PROCTER & GAMBLE CO,COM,742718109,1250150,17377678,SH,,DFND,17377678,0,0
PROCTER & GAMBLE CO,COM,742718109,56113,780000,SH,,DFND,780000,0,0
RESTAURANT BRANDS INTL INC,COM,76131D103,303101,8438225,SH,,DFND,8438225,0,0
SANOFI,SPONSORED ADR,80105N105,20004,421400,SH,,DFND,421400,0,0
SANOFI,SPONSORED ADR,80105N105,24197,509742,SH,,DFND,509742,0,0
SANOFI,SPONSORED ADR,80105N105,8037,169300,SH,,DFND,169300,0,0
SANOFI,SPONSORED ADR,80105N105,133174,2805433,SH,,DFND,2805433,0,0
SUNCOR ENERGY INC NEW,COM,867224107,233015,8720619,SH,,DFND,8720619,0,0
SUNCOR ENERGY INC NEW,COM,867224107,478182,17896025,SH,,DFND,17896025,0,0
SUNCOR ENERGY INC NEW,COM,867224107,90403,3383356,SH,,DFND,3383356,0,0
TORCHMARK CORP,COM,891027104,9841,174489,SH,,DFND,174489,0,0
TORCHMARK CORP,COM,891027104,57070,1011888,SH,,DFND,1011888,0,0
TORCHMARK CORP,COM,891027104,81178,1439325,SH,,DFND,1439325,0,0
TORCHMARK CORP,COM,891027104,210261,3728025,SH,,DFND,3728025,0,0
TWENTY FIRST CENTY FOX INC,CL A,90130A101,124995,4632867,SH,,DFND,4632867,0,0
TWENTY FIRST CENTY FOX INC,CL A,90130A101,116527,4319002,SH,,DFND,4319002,0,0
US BANCORP DEL,COM NEW,902973304,24207,590275,SH,,DFND,590275,0,0
US BANCORP DEL,COM NEW,902973304,125901,3070000,SH,,DFND,3070000,0,0
US BANCORP DEL,COM NEW,902973304,977322,23831300,SH,,DFND,23831300,0,0
US BANCORP DEL,COM NEW,902973304,48187,1175000,SH,,DFND,1175000,0,0
US BANCORP DEL,COM NEW,902973304,519978,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,172439,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,125081,3050000,SH,,DFND,3050000,0,0
US BANCORP DEL,COM NEW,902973304,1423764,34717492,SH,,DFND,34717492,0,0
US BANCORP DEL,COM NEW,902973304,71562,1745000,SH,,DFND,1745000,0,0
U S G CORP,COM NEW,903293405,373614,14035088,SH,,DFND,14035088,0,0
U S G CORP,COM NEW,903293405,664620,24966928,SH,,DFND,24966928,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,5862,59400,SH,,DFND,59400,0,0
VERISIGN INC,COM,92343E102,356135,5047264,SH,,DFND,5047264,0,0
VERISIGN INC,COM,92343E102,560087,7937736,SH,,DFND,7937736,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,586847,13487628,SH,,DFND,13487628,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,65844,1513300,SH,,DFND,1513300,0,0
VERISK ANALYTICS INC,CL A,92345Y106,115553,1563434,SH,,DFND,1563434,0,0
VISA INC,COM CL A,92826C839,688600,9885160,SH,,DFND,9885160,0,0
WABCO HLDGS INC,COM,92927K102,200906,1916496,SH,,DFND,1916496,0,0
WABCO HLDGS INC,COM,92927K102,172204,1642693,SH,,DFND,1642693,0,0
WAL MART STORES INC,COM,931142103,18804,290000,SH,,DFND,290000,0,0
WAL MART STORES INC,COM,931142103,110876,1710000,SH,,DFND,1710000,0,0
WAL MART STORES INC,COM,931142103,1913,29500,SH,,DFND,29500,0,0
WAL MART STORES INC,COM,931142103,100492,1549840,SH,,DFND,1549840,0,0
WAL MART STORES INC,COM,931142103,16599,256000,SH,,DFND,256000,0,0
WAL MART STORES INC,COM,931142103,61339,946000,SH,,DFND,946000,0,0
WAL MART STORES INC,COM,931142103,115999,1789000,SH,,DFND,1789000,0,0
WAL MART STORES INC,COM,931142103,297486,4588000,SH,,DFND,4588000,0,0
WAL MART STORES INC,COM,931142103,2851725,43980953,SH,,DFND,43980953,0,0
WAL MART STORES INC,COM,931142103,34689,535000,SH,,DFND,535000,0,0
WAL MART STORES INC,COM,931142103,33133,511000,SH,,DFND,511000,0,0
WELLS FARGO & CO NEW,COM,949746101,313208,6099470,SH,,DFND,6099470,0,0
WELLS FARGO & CO NEW,COM,949746101,844708,16450000,SH,,DFND,16450000,0,0
WELLS FARGO & CO NEW,COM,949746101,272335,5303500,SH,,DFND,5303500,0,0
WELLS FARGO & CO NEW,COM,949746101,349840,6812857,SH,,DFND,6812857,0,0
WELLS FARGO & CO NEW,COM,949746101,3843744,74853819,SH,,DFND,74853819,0,0
WELLS FARGO & CO NEW,COM,949746101,42107,820000,SH,,DFND,820000,0,0
WELLS FARGO & CO NEW,COM,949746101,87295,1700000,SH,,DFND,1700000,0,0
WELLS FARGO & CO NEW,COM,949746101,1852153,36069200,SH,,DFND,36069200,0,0
WELLS FARGO & CO NEW,COM,949746101,527210,10267000,SH,,DFND,10267000,0,0
WELLS FARGO & CO NEW,COM,949746101,2876538,56018270,SH,,DFND,56018270,0,0
WELLS FARGO & CO NEW,COM,949746101,12811852,249500523,SH,,DFND,249500523,0,0
WELLS FARGO & CO NEW,COM,949746101,143164,2788000,SH,,DFND,2788000,0,0
WELLS FARGO & CO NEW,COM,949746101,82659,1609720,SH,,DFND,1609720,0,0
WELLS FARGO & CO NEW,COM,949746101,102700,2000000,SH,,DFND,2000000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,81075,3199474,SH,,DFND,3199474,0,0
AXALTA COATING SYS LTD,COM,G0750C108,506800,20000000,SH,,DFND,20000000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,148445,3457025,SH,,DFND,3457025,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,365001,8500260,SH,,DFND,8500260,0,0
LIBERTY GLOBAL PLC,SHS CL C,G5480U120,301373,7346968,SH,,DFND,7346968,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,4912,145801,SH,,DFND,145801,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,12510,371338,SH,,DFND,371338,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL C,G5480U153,12578,367348,SH,,DFND,367348,0,0
