Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
AMAZON COM INC,COM,023135106,801952,423500,SH,,DFND,423500,0,0
AMAZON COM INC,COM,023135106,215495,113800,SH,,DFND,113800,0,0
AMERICAN AIRLS GROUP INC,COM,02376R102,676397,20742000,SH,,DFND,20742000,0,0
AMERICAN AIRLS GROUP INC,COM,02376R102,743601,22802854,SH,,DFND,22802854,0,0
AMERICAN AIRLS GROUP INC,COM,02376R102,5059,155146,SH,,DFND,155146,0,0
AMERICAN EXPRESS CO,COM,025816109,240972,1952142,SH,,DFND,1952142,0,0
AMERICAN EXPRESS CO,COM,025816109,2126303,17225400,SH,,DFND,17225400,0,0
AMERICAN EXPRESS CO,COM,025816109,103669,839832,SH,,DFND,839832,0,0
AMERICAN EXPRESS CO,COM,025816109,253928,2057100,SH,,DFND,2057100,0,0
AMERICAN EXPRESS CO,COM,025816109,986858,7994634,SH,,DFND,7994634,0,0
AMERICAN EXPRESS CO,COM,025816109,14830314,120141879,SH,,DFND,120141879,0,0
AMERICAN EXPRESS CO,COM,025816109,172781,1399713,SH,,DFND,1399713,0,0
APPLE INC,COM,037833100,140523,710000,SH,,DFND,710000,0,0
APPLE INC,COM,037833100,190003,960000,SH,,DFND,960000,0,0
APPLE INC,COM,037833100,1200385,6065000,SH,,DFND,6065000,0,0
APPLE INC,COM,037833100,3494673,17657000,SH,,DFND,17657000,0,0
APPLE INC,COM,037833100,134784,681000,SH,,DFND,681000,0,0
APPLE INC,COM,037833100,3045147,15385747,SH,,DFND,15385747,0,0
APPLE INC,COM,037833100,601281,3038000,SH,,DFND,3038000,0,0
APPLE INC,COM,037833100,2699629,13640000,SH,,DFND,13640000,0,0
APPLE INC,COM,037833100,37571269,189830582,SH,,DFND,189830582,0,0
APPLE INC,COM,037833100,134190,678000,SH,,DFND,678000,0,0
APPLE INC,COM,037833100,186836,944000,SH,,DFND,944000,0,0
BANK AMER CORP,COM,060505104,178640,6160000,SH,,DFND,6160000,0,0
BANK AMER CORP,COM,060505104,345100,11900000,SH,,DFND,11900000,0,0
BANK AMER CORP,COM,060505104,240918,8307500,SH,,DFND,8307500,0,0
BANK AMER CORP,COM,060505104,4060000,140000000,SH,,DFND,140000000,0,0
BANK AMER CORP,COM,060505104,888212,30628000,SH,,DFND,30628000,0,0
BANK AMER CORP,COM,060505104,60900,2100000,SH,,DFND,2100000,0,0
BANK AMER CORP,COM,060505104,9041620,311780000,SH,,DFND,311780000,0,0
BANK AMER CORP,COM,060505104,347971,11999000,SH,,DFND,11999000,0,0
BANK AMER CORP,COM,060505104,500975,17275000,SH,,DFND,17275000,0,0
BANK AMER CORP,COM,060505104,10129674,349299100,SH,,DFND,349299100,0,0
BANK AMER CORP,COM,060505104,812000,28000000,SH,,DFND,28000000,0,0
BANK AMER CORP,COM,060505104,284200,9800000,SH,,DFND,9800000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,331622,7511249,SH,,DFND,7511249,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,94834,2148000,SH,,DFND,2148000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,79201,1793915,SH,,DFND,1793915,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,20177,457000,SH,,DFND,457000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,34260,776000,SH,,DFND,776000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,286550,6490384,SH,,DFND,6490384,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,323134,7319000,SH,,DFND,7319000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,170175,3854463,SH,,DFND,3854463,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,2024783,45861457,SH,,DFND,45861457,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,94481,2140000,SH,,DFND,2140000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,114162,2585782,SH,,DFND,2585782,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,2144487,5426609,SH,,DFND,5426609,0,0
COCA COLA CO,COM,191216100,40736,800000,SH,,DFND,800000,0,0
COCA COLA CO,COM,191216100,4088021,80283200,SH,,DFND,80283200,0,0
COCA COLA CO,COM,191216100,92878,1824000,SH,,DFND,1824000,0,0
COCA COLA CO,COM,191216100,733818,14411200,SH,,DFND,14411200,0,0
COCA COLA CO,COM,191216100,763311,14990400,SH,,DFND,14990400,0,0
COCA COLA CO,COM,191216100,14419485,283179200,SH,,DFND,283179200,0,0
COCA COLA CO,COM,191216100,180868,3552000,SH,,DFND,3552000,0,0
COCA COLA CO,COM,191216100,48883,960000,SH,,DFND,960000,0,0
COSTCO WHSL CORP NEW,COM,22160K105,1145135,4333363,SH,,DFND,4333363,0,0
DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1128130,20052088,SH,,DFND,20052088,0,0
DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1041568,18513482,SH,,DFND,18513482,0,0
DELTA AIR LINES INC DEL,COM NEW,247361702,396860,6993123,SH,,DFND,6993123,0,0
DELTA AIR LINES INC DEL,COM NEW,247361702,3627309,63917333,SH,,DFND,63917333,0,0
GENERAL MTRS CO,COM,37045V100,1040079,26994000,SH,,DFND,26994000,0,0
GENERAL MTRS CO,COM,37045V100,958904,24887209,SH,,DFND,24887209,0,0
GENERAL MTRS CO,COM,37045V100,323742,8402338,SH,,DFND,8402338,0,0
GENERAL MTRS CO,COM,37045V100,461826,11986149,SH,,DFND,11986149,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,895323,4375968,SH,,DFND,4375968,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,2859831,13977667,SH,,DFND,13977667,0,0
JPMORGAN CHASE & CO,COM,46625H100,102073,913000,SH,,DFND,913000,0,0
JPMORGAN CHASE & CO,COM,46625H100,204493,1829100,SH,,DFND,1829100,0,0
JPMORGAN CHASE & CO,COM,46625H100,24205,216500,SH,,DFND,216500,0,0
JPMORGAN CHASE & CO,COM,46625H100,30633,274000,SH,,DFND,274000,0,0
JPMORGAN CHASE & CO,COM,46625H100,193973,1735000,SH,,DFND,1735000,0,0
JPMORGAN CHASE & CO,COM,46625H100,5869090,52496332,SH,,DFND,52496332,0,0
JPMORGAN CHASE & CO,COM,46625H100,229302,2051000,SH,,DFND,2051000,0,0
JOHNSON & JOHNSON,COM,478160104,45558,327100,SH,,DFND,327100,0,0
KRAFT HEINZ CO,COM,500754106,10107705,325634818,SH,,DFND,325634818,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,162890,4308117,SH,,DFND,4308117,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,294607,7791780,SH,,DFND,7791780,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,35292,933391,SH,,DFND,933391,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,69082,1827072,SH,,DFND,1827072,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,271672,7153027,SH,,DFND,7153027,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,735289,19359910,SH,,DFND,19359910,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,19319,508654,SH,,DFND,508654,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,154556,4069394,SH,,DFND,4069394,0,0
M & T BK CORP,COM,55261F104,92858,546000,SH,,DFND,546000,0,0
M & T BK CORP,COM,55261F104,28027,164795,SH,,DFND,164795,0,0
M & T BK CORP,COM,55261F104,794439,4671245,SH,,DFND,4671245,0,0
MASTERCARD INC,CL A,57636Q104,1305391,4934756,SH,,DFND,4934756,0,0
MONDELEZ INTL INC,CL A,609207105,31154,578000,SH,,DFND,578000,0,0
MOODYS CORP,COM,615369105,2338628,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,2479626,12695850,SH,,DFND,12695850,0,0
PNC FINL SVCS GROUP INC,COM,693475105,189350,1379300,SH,,DFND,1379300,0,0
PNC FINL SVCS GROUP INC,COM,693475105,29172,212500,SH,,DFND,212500,0,0
