Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
BANK AMER CORP,COM,060505104,993720000,21000000,SH,,DFND,21000000,0,0
BANK AMER CORP,COM,060505104,14707056000,310800000,SH,,DFND,310800000,0,0
BANK AMER CORP,COM,060505104,5949070400,125720000,SH,,DFND,125720000,0,0
BANK AMER CORP,COM,060505104,463736000,9800000,SH,,DFND,9800000,0,0
CAPITAL ONE FINL CORP,COM,14040H105,412586958,1939213,SH,,DFND,1939213,0,0
CAPITAL ONE FINL CORP,COM,14040H105,653978922,3073787,SH,,DFND,3073787,0,0
CAPITAL ONE FINL CORP,COM,14040H105,454668120,2137000,SH,,DFND,2137000,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,433699170,1060882,SH,,DFND,1060882,0,0
CHEVRON CORP NEW,COM,166764100,494615203,3454258,SH,,DFND,3454258,0,0
CHEVRON CORP NEW,COM,166764100,2514989303,17564001,SH,,DFND,17564001,0,0
CHEVRON CORP NEW,COM,166764100,8791866,61400,SH,,DFND,61400,0,0
CHEVRON CORP NEW,COM,166764100,299553480,2092000,SH,,DFND,2092000,0,0
CHEVRON CORP NEW,COM,166764100,4656139014,32517208,SH,,DFND,32517208,0,0
CHEVRON CORP NEW,COM,166764100,409294296,2858400,SH,,DFND,2858400,0,0
CHEVRON CORP NEW,COM,166764100,8817572185,61579525,SH,,DFND,61579525,0,0
CHEVRON CORP NEW,COM,166764100,277502220,1938000,SH,,DFND,1938000,0,0
COCA COLA CO,COM,191216100,56600000,800000,SH,,DFND,800000,0,0
COCA COLA CO,COM,191216100,26281573,371471,SH,,DFND,371471,0,0
COCA COLA CO,COM,191216100,6013750,85000,SH,,DFND,85000,0,0
COCA COLA CO,COM,191216100,5680036400,80283200,SH,,DFND,80283200,0,0
COCA COLA CO,COM,191216100,129048000,1824000,SH,,DFND,1824000,0,0
COCA COLA CO,COM,191216100,1019592400,14411200,SH,,DFND,14411200,0,0
COCA COLA CO,COM,191216100,1060570800,14990400,SH,,DFND,14990400,0,0
COCA COLA CO,COM,191216100,20002633077,282722729,SH,,DFND,282722729,0,0
COCA COLA CO,COM,191216100,251304000,3552000,SH,,DFND,3552000,0,0
COCA COLA CO,COM,191216100,67920000,960000,SH,,DFND,960000,0,0
CONSTELLATION BRANDS INC,CL A,21036P108,65072000,400000,SH,,DFND,400000,0,0
CONSTELLATION BRANDS INC,CL A,21036P108,2114840000,13000000,SH,,DFND,13000000,0,0
D R HORTON INC,COM,23331A109,191491322,1485350,SH,,DFND,1485350,0,0
DAVITA INC,COM,23918K108,2369240936,16632088,SH,,DFND,16632088,0,0
DAVITA INC,COM,23918K108,2445076330,17164453,SH,,DFND,17164453,0,0
DIAGEO P L C,SPON ADR NEW,25243Q205,22966310,227750,SH,,DFND,227750,0,0
DOMINOS PIZZA INC,COM,25754A201,1186820921,2633868,SH,,DFND,2633868,0,0
HEICO CORP NEW,CL A,422806208,334980855,1294612,SH,,DFND,1294612,0,0
JEFFERIES FINL GROUP INC,COM,47233W109,23711287,433558,SH,,DFND,433558,0,0
KRAFT HEINZ CO,COM,500754106,8407891001,325634818,SH,,DFND,325634818,0,0
KROGER CO,COM,501044101,1191226566,16607090,SH,,DFND,16607090,0,0
KROGER CO,COM,501044101,55126729,768531,SH,,DFND,768531,0,0
KROGER CO,COM,501044101,384983446,5367119,SH,,DFND,5367119,0,0
KROGER CO,COM,501044101,1955163260,27257260,SH,,DFND,27257260,0,0
LAMAR ADVERTISING CO NEW,CL A,512816109,141931370,1169507,SH,,DFND,1169507,0,0
LENNAR CORP,CL A,526057104,779689116,7048993,SH,,DFND,7048993,0,0
LENNAR CORP,CL B,526057302,19042883,180930,SH,,DFND,180930,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,295388475,3639582,SH,,DFND,3639582,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,11618622,143157,SH,,DFND,143157,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,448786069,5529646,SH,,DFND,5529646,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,13198239,162620,SH,,DFND,162620,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,117085961,1442656,SH,,DFND,1442656,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,80409757,1011698,SH,,DFND,1011698,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,261073917,3284775,SH,,DFND,3284775,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,18546420,233347,SH,,DFND,233347,0,0
LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,36303921,456768,SH,,DFND,456768,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,302332608,2893135,SH,,DFND,2893135,0,0
LIBERTY MEDIA CORP DEL,COM SER C FRMLA,531229854,13106390,125420,SH,,DFND,125420,0,0
LOUISIANA PAC CORP,COM,546347105,113496825,1319884,SH,,DFND,1319884,0,0
LOUISIANA PAC CORP,COM,546347105,373618725,4344909,SH,,DFND,4344909,0,0
MASTERCARD INC,CL A,57636Q104,2240256977,3986648,SH,,DFND,3986648,0,0
MOODYS CORP,COM,615369105,36164639,72100,SH,,DFND,72100,0,0
MOODYS CORP,COM,615369105,6006002546,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,6331946763,12623750,SH,,DFND,12623750,0,0
NVR INC,COM,62944T105,82069454,11112,SH,,DFND,11112,0,0
NUCOR CORP,COM,670346105,856792068,6614112,SH,,DFND,6614112,0,0
OCCIDENTAL PETE CORP,COM,674599105,11130189516,264941431,SH,,DFND,264941431,0,0
POOL CORP,COM,73278L105,113677200,390000,SH,,DFND,390000,0,0
POOL CORP,COM,73278L105,894518600,3068885,SH,,DFND,3068885,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,367172923,15984890,SH,,DFND,15984890,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,2207881476,96120221,SH,,DFND,96120221,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,30469498,1326491,SH,,DFND,1326491,0,0
SIRIUS XM HOLDINGS INC,COMMON STOCK,829933100,145746717,6345090,SH,,DFND,6345090,0,0
UNITEDHEALTH GROUP INC,COM,91324P102,609870153,1954900,SH,,DFND,1954900,0,0
UNITEDHEALTH GROUP INC,COM,91324P102,962322628,3084664,SH,,DFND,3084664,0,0
VERISIGN INC,COM,92343E102,1522827094,5272947,SH,,DFND,5272947,0,0
VERISIGN INC,COM,92343E102,2315290250,8016933,SH,,DFND,8016933,0,0
VISA INC,COM CL A,92826C839,2946013173,8297460,SH,,DFND,8297460,0,0
ALLEGION PLC,ORD SHS,G0176J109,112432768,780133,SH,,DFND,780133,0,0
AON PLC,SHS CL A,G0403H108,821975040,2304000,SH,,DFND,2304000,0,0
AON PLC,SHS CL A,G0403H108,15628229,43806,SH,,DFND,43806,0,0
AON PLC,SHS CL A,G0403H108,625112731,1752194,SH,,DFND,1752194,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,6134203,1005607,SH,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,9913629,1625185,SH,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,7986604,1284020,SH,,DFND,1284020,0,0
CHUBB LIMITED,COM,H1467J104,7832227900,27033784,SH,,DFND,27033784,0,0
