Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
GENERAL MTRS CO,COM,37045V100,408559,11255056,SH,,DFND,11255056,0,0
GENERAL MTRS CO,COM,37045V100,787892,21705000,SH,,DFND,21705000,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,279962,1672012,SH,,DFND,1672012,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,732712,4375968,SH,,DFND,4375968,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,1102350,6583551,SH,,DFND,6583551,0,0
GRAHAM HLDGS CO,COM,384637104,34588,48165,SH,,DFND,0,0,48165
GRAHAM HLDGS CO,COM,384637104,42663,59410,SH,,DFND,0,0,59410
INTERNATIONAL BUSINESS MACHS,COM,459200101,15314,84480,SH,,DFND,84480,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,108325,597588,SH,,DFND,597588,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,86067,474800,SH,,DFND,474800,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,42254,233100,SH,,DFND,233100,0,0
INTERNATIONAL BUSINESS MACHS,COM,459200101,12468477,68784010,SH,,DFND,68784010,0,0
JOHNSON & JOHNSON,COM,478160104,34221,327100,SH,,DFND,327100,0,0
KRAFT FOODS GROUP INC,COM,50076Q106,11550,192666,SH,,DFND,192666,0,0
LEE ENTERPRISES INC,COM,523768109,395,88863,SH,,DFND,88863,0,0
LIBERTY MEDIA CORP DELAWARE,CL A,531229102,180737,1322340,SH,,DFND,1322340,0,0
LIBERTY MEDIA CORP DELAWARE,CL A,531229102,365983,2677660,SH,,DFND,2677660,0,0
M & T BK CORP,COM,55261F104,67731,546000,SH,,DFND,546000,0,0
M & T BK CORP,COM,55261F104,20443,164795,SH,,DFND,164795,0,0
M & T BK CORP,COM,55261F104,579468,4671245,SH,,DFND,4671245,0,0
MASTERCARD INC,CL A,57636Q104,297554,4050000,SH,,DFND,4050000,0,0
MEDIA GEN INC,CL A,584404107,95387,4646220,SH,,DFND,4235978,0,410242
MONDELEZ INTL INC,CL A,609207105,21739,578000,SH,,DFND,578000,0,0
MOODYS CORP,COM,615369105,1049635,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,1112918,12695850,SH,,DFND,12695850,0,0
NATIONAL OILWELL VARCO INC,COM,637071101,217303,2638778,SH,,DFND,2638778,0,0
NATIONAL OILWELL VARCO INC,COM,637071101,384039,4663500,SH,,DFND,4663500,0,0
NOW INC,COM,67011P100,23888,659694,SH,,DFND,659694,0,0
NOW INC,COM,67011P100,42216,1165875,SH,,DFND,1165875,0,0
PHILLIPS 66,COM,718546104,522457,6495800,SH,,DFND,6495800,0,0
PHILLIPS 66,COM,718546104,0,0,SH,,DFND,0,0,0
PRECISION CASTPARTS CORP,COM,740189105,273607,1084021,SH,,DFND,1084021,0,0
PRECISION CASTPARTS CORP,COM,740189105,200052,792601,SH,,DFND,792601,0,0
PROCTER & GAMBLE CO,COM,742718109,24787,315400,SH,,DFND,315400,0,0
PROCTER & GAMBLE CO,COM,742718109,1593805,20280000,SH,,DFND,20280000,0,0
PROCTER & GAMBLE CO,COM,742718109,122600,1560000,SH,,DFND,1560000,0,0
PROCTER & GAMBLE CO,COM,742718109,490402,6240000,SH,,DFND,6240000,0,0
PROCTER & GAMBLE CO,COM,742718109,490402,6240000,SH,,DFND,6240000,0,0
PROCTER & GAMBLE CO,COM,742718109,1365712,17377678,SH,,DFND,17377678,0,0
PROCTER & GAMBLE CO,COM,742718109,61300,780000,SH,,DFND,780000,0,0
SANOFI,SPONSORED ADR,80105N105,22406,421400,SH,,DFND,421400,0,0
SANOFI,SPONSORED ADR,80105N105,27103,509742,SH,,DFND,509742,0,0
SANOFI,SPONSORED ADR,80105N105,9002,169300,SH,,DFND,169300,0,0
SANOFI,SPONSORED ADR,80105N105,149165,2805433,SH,,DFND,2805433,0,0
SUNCOR ENERGY INC NEW,COM,867224107,147429,3458330,SH,,DFND,3458330,0,0
SUNCOR ENERGY INC NEW,COM,867224107,554190,13000000,SH,,DFND,13000000,0,0
TORCHMARK CORP,COM,891027104,9529,116326,SH,,DFND,116326,0,0
TORCHMARK CORP,COM,891027104,55263,674592,SH,,DFND,674592,0,0
TORCHMARK CORP,COM,891027104,78606,959550,SH,,DFND,959550,0,0
TORCHMARK CORP,COM,891027104,203600,2485350,SH,,DFND,2485350,0,0
US BANCORP DEL,COM NEW,902973304,25571,590275,SH,,DFND,590275,0,0
US BANCORP DEL,COM NEW,902973304,132992,3070000,SH,,DFND,3070000,0,0
US BANCORP DEL,COM NEW,902973304,1025856,23680896,SH,,DFND,23680896,0,0
US BANCORP DEL,COM NEW,902973304,549267,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,182152,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,132126,3050000,SH,,DFND,3050000,0,0
US BANCORP DEL,COM NEW,902973304,1346135,31074226,SH,,DFND,31074226,0,0
US BANCORP DEL,COM NEW,902973304,75593,1745000,SH,,DFND,1745000,0,0
U S G CORP,COM NEW,903293405,422877,14035088,SH,,DFND,14035088,0,0
U S G CORP,COM NEW,903293405,752254,24966928,SH,,DFND,24966928,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,6098,59400,SH,,DFND,59400,0,0
VERISIGN INC,COM,92343E102,246357,5047264,SH,,DFND,5047264,0,0
VERISIGN INC,COM,92343E102,387441,7937736,SH,,DFND,7937736,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,659950,13487628,SH,,DFND,13487628,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,74046,1513300,SH,,DFND,1513300,0,0
VERISK ANALYTICS INC,CL A,92345Y106,93837,1563434,SH,,DFND,1563434,0,0
VIACOM INC NEW,CL B,92553P201,342930,3954000,SH,,DFND,3954000,0,0
VIACOM INC NEW,CL B,92553P201,316842,3653200,SH,,DFND,3653200,0,0
VISA INC,COM CL A,92826C839,379225,1799749,SH,,DFND,1799749,0,0
WABCO HLDGS INC,COM,92927K102,259961,2433632,SH,,DFND,2433632,0,0
WABCO HLDGS INC,COM,92927K102,175472,1642693,SH,,DFND,1642693,0,0
WAL MART STORES INC,COM,931142103,21770,290000,SH,,DFND,290000,0,0
WAL MART STORES INC,COM,931142103,63960,852000,SH,,DFND,852000,0,0
WAL MART STORES INC,COM,931142103,2215,29500,SH,,DFND,29500,0,0
WAL MART STORES INC,COM,931142103,315294,4200000,SH,,DFND,4200000,0,0
WAL MART STORES INC,COM,931142103,115145,1533840,SH,,DFND,1533840,0,0
WAL MART STORES INC,COM,931142103,19218,256000,SH,,DFND,256000,0,0
WAL MART STORES INC,COM,931142103,71016,946000,SH,,DFND,946000,0,0
WAL MART STORES INC,COM,931142103,134300,1789000,SH,,DFND,1789000,0,0
WAL MART STORES INC,COM,931142103,344421,4588000,SH,,DFND,4588000,0,0
WAL MART STORES INC,COM,931142103,3248048,43266919,SH,,DFND,43266919,0,0
WAL MART STORES INC,COM,931142103,40162,535000,SH,,DFND,535000,0,0
WAL MART STORES INC,COM,931142103,38361,511000,SH,,DFND,511000,0,0
WELLS FARGO & CO NEW,COM,949746101,320588,6099470,SH,,DFND,6099470,0,0
WELLS FARGO & CO NEW,COM,949746101,864612,16450000,SH,,DFND,16450000,0,0
WELLS FARGO & CO NEW,COM,949746101,278752,5303500,SH,,DFND,5303500,0,0
WELLS FARGO & CO NEW,COM,949746101,358084,6812857,SH,,DFND,6812857,0,0
WELLS FARGO & CO NEW,COM,949746101,3934317,74853819,SH,,DFND,74853819,0,0
WELLS FARGO & CO NEW,COM,949746101,43099,820000,SH,,DFND,820000,0,0
WELLS FARGO & CO NEW,COM,949746101,89352,1700000,SH,,DFND,1700000,0,0
WELLS FARGO & CO NEW,COM,949746101,1895797,36069200,SH,,DFND,36069200,0,0
WELLS FARGO & CO NEW,COM,949746101,539634,10267000,SH,,DFND,10267000,0,0
WELLS FARGO & CO NEW,COM,949746101,2944320,56018270,SH,,DFND,56018270,0,0
WELLS FARGO & CO NEW,COM,949746101,12754540,242666287,SH,,DFND,242666287,0,0
WELLS FARGO & CO NEW,COM,949746101,146537,2788000,SH,,DFND,2788000,0,0
WELLS FARGO & CO NEW,COM,949746101,84607,1609720,SH,,DFND,1609720,0,0
WELLS FARGO & CO NEW,COM,949746101,105120,2000000,SH,,DFND,2000000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,111416,2519578,SH,,DFND,2519578,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,324883,7346968,SH,,DFND,7346968,0,0
LIBERTY GLOBAL PLC,SHS CL C,G5480U120,310850,7346968,SH,,DFND,7346968,0,0
