Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
US BANCORP DEL,COM NEW,902973304,1033020,23802300,SH,,DFND,23802300,0,0
US BANCORP DEL,COM NEW,902973304,50995,1175000,SH,,DFND,1175000,0,0
US BANCORP DEL,COM NEW,902973304,550282,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,182488,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,132370,3050000,SH,,DFND,3050000,0,0
US BANCORP DEL,COM NEW,902973304,1506739,34717492,SH,,DFND,34717492,0,0
US BANCORP DEL,COM NEW,902973304,75733,1745000,SH,,DFND,1745000,0,0
U S G CORP,COM NEW,903293405,390035,14035088,SH,,DFND,14035088,0,0
U S G CORP,COM NEW,903293405,693831,24966928,SH,,DFND,24966928,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,5756,59400,SH,,DFND,59400,0,0
VERISIGN INC,COM,92343E102,311517,5047264,SH,,DFND,5047264,0,0
VERISIGN INC,COM,92343E102,489917,7937736,SH,,DFND,7937736,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,628658,13487628,SH,,DFND,13487628,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,70535,1513300,SH,,DFND,1513300,0,0
VERISK ANALYTICS INC,CL A,92345Y106,113755,1563434,SH,,DFND,1563434,0,0
VIACOM INC NEW,CL B,92553P201,62477,966531,SH,,DFND,966531,0,0
VIACOM INC NEW,CL B,92553P201,302527,4680190,SH,,DFND,4680190,0,0
VISA INC,COM CL A,92826C839,663788,9885160,SH,,DFND,9885160,0,0
WABCO HLDGS INC,COM,92927K102,264081,2134502,SH,,DFND,2134502,0,0
WABCO HLDGS INC,COM,92927K102,203234,1642693,SH,,DFND,1642693,0,0
WAL MART STORES INC,COM,931142103,21705,306000,SH,,DFND,306000,0,0
WAL MART STORES INC,COM,931142103,121290,1710000,SH,,DFND,1710000,0,0
WAL MART STORES INC,COM,931142103,2092,29500,SH,,DFND,29500,0,0
WAL MART STORES INC,COM,931142103,297906,4200000,SH,,DFND,4200000,0,0
WAL MART STORES INC,COM,931142103,108795,1533840,SH,,DFND,1533840,0,0
WAL MART STORES INC,COM,931142103,18158,256000,SH,,DFND,256000,0,0
WAL MART STORES INC,COM,931142103,67100,946000,SH,,DFND,946000,0,0
WAL MART STORES INC,COM,931142103,126894,1789000,SH,,DFND,1789000,0,0
WAL MART STORES INC,COM,931142103,325427,4588000,SH,,DFND,4588000,0,0
WAL MART STORES INC,COM,931142103,3119569,43980953,SH,,DFND,43980953,0,0
WAL MART STORES INC,COM,931142103,37948,535000,SH,,DFND,535000,0,0
WAL MART STORES INC,COM,931142103,36245,511000,SH,,DFND,511000,0,0
WELLS FARGO & CO NEW,COM,949746101,343034,6099470,SH,,DFND,6099470,0,0
WELLS FARGO & CO NEW,COM,949746101,925148,16450000,SH,,DFND,16450000,0,0
WELLS FARGO & CO NEW,COM,949746101,298269,5303500,SH,,DFND,5303500,0,0
WELLS FARGO & CO NEW,COM,949746101,383155,6812857,SH,,DFND,6812857,0,0
WELLS FARGO & CO NEW,COM,949746101,4209779,74853819,SH,,DFND,74853819,0,0
WELLS FARGO & CO NEW,COM,949746101,46117,820000,SH,,DFND,820000,0,0
WELLS FARGO & CO NEW,COM,949746101,95608,1700000,SH,,DFND,1700000,0,0
WELLS FARGO & CO NEW,COM,949746101,2028532,36069200,SH,,DFND,36069200,0,0
WELLS FARGO & CO NEW,COM,949746101,577416,10267000,SH,,DFND,10267000,0,0
WELLS FARGO & CO NEW,COM,949746101,3150468,56018270,SH,,DFND,56018270,0,0
WELLS FARGO & CO NEW,COM,949746101,14031909,249500523,SH,,DFND,249500523,0,0
WELLS FARGO & CO NEW,COM,949746101,156797,2788000,SH,,DFND,2788000,0,0
WELLS FARGO & CO NEW,COM,949746101,90531,1609720,SH,,DFND,1609720,0,0
WELLS FARGO & CO NEW,COM,949746101,112480,2000000,SH,,DFND,2000000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,661600,20000000,SH,,DFND,20000000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,157669,2916025,SH,,DFND,2916025,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,401565,7426768,SH,,DFND,7426768,0,0
LIBERTY GLOBAL PLC,SHS CL C,G5480U120,371977,7346968,SH,,DFND,7346968,0,0
