Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,218590,6913027,SH,,DFND,6913027,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,612160,19359910,SH,,DFND,19359910,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,16084,508654,SH,,DFND,508654,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,128674,4069394,SH,,DFND,4069394,0,0
M & T BK CORP,COM,55261F104,56473,546000,SH,,DFND,546000,0,0
M & T BK CORP,COM,55261F104,17045,164795,SH,,DFND,164795,0,0
M & T BK CORP,COM,55261F104,483147,4671245,SH,,DFND,4671245,0,0
MASTERCARD INC,CL A,57636Q104,1192040,4934756,SH,,DFND,4934756,0,0
MONDELEZ INTL INC,CL A,609207105,28946,578000,SH,,DFND,578000,0,0
MOODYS CORP,COM,615369105,2532486,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,2685172,12695850,SH,,DFND,12695850,0,0
OCCIDENTAL PETE CORP,COM,674599105,14394,1243000,SH,,DFND,1243000,0,0
OCCIDENTAL PETE CORP,COM,674599105,13514,1167000,SH,,DFND,1167000,0,0
OCCIDENTAL PETE CORP,COM,674599105,168177,14523054,SH,,DFND,14523054,0,0
OCCIDENTAL PETE CORP,COM,674599105,23160,2000000,SH,,DFND,2000000,0,0
PNC FINL SVCS GROUP INC,COM,693475105,132027,1379300,SH,,DFND,1379300,0,0
PNC FINL SVCS GROUP INC,COM,693475105,20341,212500,SH,,DFND,212500,0,0
PNC FINL SVCS GROUP INC,COM,693475105,166792,1742500,SH,,DFND,1742500,0,0
PNC FINL SVCS GROUP INC,COM,693475105,552848,5775684,SH,,DFND,5775684,0,0
PNC FINL SVCS GROUP INC,COM,693475105,8423,88000,SH,,DFND,88000,0,0
PROCTER & GAMBLE CO,COM,742718109,34694,315400,SH,,DFND,315400,0,0
RH,COM,74967X103,76686,763269,SH,,DFND,763269,0,0
RH,COM,74967X103,94952,945079,SH,,DFND,945079,0,0
RESTAURANT BRANDS INTL INC,COM,76131D103,337782,8438225,SH,,DFND,8438225,0,0
SPDR S&P 500 ETF TR,TR UNIT,78462F103,10155,39400,SH,,DFND,39400,0,0
SIRIUS XM HLDGS INC,COM,82968B103,434971,88050788,SH,,DFND,88050788,0,0
SIRIUS XM HLDGS INC,COM,82968B103,219178,44367941,SH,,DFND,44367941,0,0
SOUTHWEST AIRLS CO,COM,844741108,247490,6950000,SH,,DFND,6950000,0,0
SOUTHWEST AIRLS CO,COM,844741108,36847,1034747,SH,,DFND,1034747,0,0
SOUTHWEST AIRLS CO,COM,844741108,311,8722,SH,,DFND,8722,0,0
SOUTHWEST AIRLS CO,COM,844741108,1625570,45649244,SH,,DFND,45649244,0,0
STORE CAP CORP,COM,862121100,337425,18621674,SH,,DFND,18621674,0,0
SUNCOR ENERGY INC NEW,COM,867224107,168870,10688000,SH,,DFND,10688000,0,0
SUNCOR ENERGY INC NEW,COM,867224107,30907,1956124,SH,,DFND,1956124,0,0
SUNCOR ENERGY INC NEW,COM,867224107,36418,2304907,SH,,DFND,2304907,0,0
SYNCHRONY FINL,COM,87165B103,270119,16788000,SH,,DFND,16788000,0,0
SYNCHRONY FINL,COM,87165B103,53741,3340000,SH,,DFND,3340000,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,195989,21825000,SH,,DFND,21825000,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,24332,2709585,SH,,DFND,2709585,0,0
TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADR,881624209,163927,18254710,SH,,DFND,18254710,0,0
US BANCORP DEL,COM NEW,902973304,20335,590275,SH,,DFND,590275,0,0
US BANCORP DEL,COM NEW,902973304,132633,3850000,SH,,DFND,3850000,0,0
US BANCORP DEL,COM NEW,902973304,166755,4840500,SH,,DFND,4840500,0,0
US BANCORP DEL,COM NEW,902973304,837386,24307300,SH,,DFND,24307300,0,0
US BANCORP DEL,COM NEW,902973304,40479,1175000,SH,,DFND,1175000,0,0
US BANCORP DEL,COM NEW,902973304,436802,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,144855,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,130531,3789000,SH,,DFND,3789000,0,0
US BANCORP DEL,COM NEW,902973304,2593342,75278443,SH,,DFND,75278443,0,0
US BANCORP DEL,COM NEW,902973304,60115,1745000,SH,,DFND,1745000,0,0
UNITED CONTL HLDGS INC,COM,910047109,178852,5668831,SH,,DFND,5668831,0,0
UNITED CONTL HLDGS INC,COM,910047109,520221,16488777,SH,,DFND,16488777,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,5549,59400,SH,,DFND,59400,0,0
VANGUARD INDEX FDS,S&P 500 ETF SHS,922908363,10183,43000,SH,,DFND,43000,0,0
VERISIGN INC,COM,92343E102,884266,4910132,SH,,DFND,4910132,0,0
VERISIGN INC,COM,92343E102,1423698,7905481,SH,,DFND,7905481,0,0
VISA INC,COM CL A,92826C839,52090,323300,SH,,DFND,323300,0,0
VISA INC,COM CL A,92826C839,1649733,10239160,SH,,DFND,10239160,0,0
WELLS FARGO & CO NEW,COM,949746101,51660,1800000,SH,,DFND,1800000,0,0
WELLS FARGO & CO NEW,COM,949746101,12915,450000,SH,,DFND,450000,0,0
WELLS FARGO & CO NEW,COM,949746101,152210,5303500,SH,,DFND,5303500,0,0
WELLS FARGO & CO NEW,COM,949746101,195529,6812857,SH,,DFND,6812857,0,0
WELLS FARGO & CO NEW,COM,949746101,1614004,56237071,SH,,DFND,56237071,0,0
WELLS FARGO & CO NEW,COM,949746101,23534,820000,SH,,DFND,820000,0,0
WELLS FARGO & CO NEW,COM,949746101,48790,1700000,SH,,DFND,1700000,0,0
WELLS FARGO & CO NEW,COM,949746101,735383,25623100,SH,,DFND,25623100,0,0
WELLS FARGO & CO NEW,COM,949746101,245873,8567000,SH,,DFND,8567000,0,0
WELLS FARGO & CO NEW,COM,949746101,1279257,44573430,SH,,DFND,44573430,0,0
WELLS FARGO & CO NEW,COM,949746101,4733440,164928240,SH,,DFND,164928240,0,0
WELLS FARGO & CO NEW,COM,949746101,80016,2788000,SH,,DFND,2788000,0,0
WELLS FARGO & CO NEW,COM,949746101,46199,1609720,SH,,DFND,1609720,0,0
WELLS FARGO & CO NEW,COM,949746101,57400,2000000,SH,,DFND,2000000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,54055,3130000,SH,,DFND,3130000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,354846,20546957,SH,,DFND,20546957,0,0
AXALTA COATING SYS LTD,COM,G0750C108,6788,393043,SH,,DFND,393043,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,130396,7898000,SH,,DFND,7898000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,184763,11190970,SH,,DFND,11190970,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,3649,221030,SH,,DFND,221030,0,0
LIBERTY GLOBAL PLC,SHS CL C,G5480U120,115421,7346968,SH,,DFND,7346968,0,0
STONECO LTD,COM CL A,G85158106,308410,14166748,SH,,DFND,14166748,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,10579,1005607,SH,,DFND,1005607,0,0
LIBERTY LATIN AMERICA LTD,COM CL A,G9001E102,17097,1625185,SH,,DFND,1625185,0,0
LIBERTY LATIN AMERICA LTD,COM CL C,G9001E128,13174,1284020,SH,,DFND,1284020,0,0
